LoopID : 0; InstanceID : 0; LoopCount : 100000; NbInsns : 8

Address; Instruction                                        ;  Type; Leader/Follower; Leader address; L1_HIT; L1_COLD; L1_CONF; L2_HIT; L2_COLD; L2_CONF; L3_HIT; L3_COLD; L3_CONF;

0x402d40; MOVSD -0x8(%RDI,%RAX,8),%XMM6                     ;	load;	l;	0x402d40;	87500;	128;	12372;	0;	976;	11524;	0;	12468;	32
0x402d5c; MOVSD (%R9,%R8,8),%XMM7                           ;	load;	l;	0x402d5c;	83488;	0;	16512;	4614;	0;	11898;	11867;	0;	31
0x402d89; MOVSD %XMM3,(%RSI,%R8,8)                          ;	store;	f;	0x402d53;	100000;	0;	0;	0;	0;	0;	0;	0;	0
0x402d8f; MOVSD %XMM7,(%R9,%R8,8)                           ;	store;	f;	0x402d5c;	100000;	0;	0;	0;	0;	0;	0;	0;	0
0x402d98; MOVSD %XMM5,-0x8(%RDI,%RAX,8)                     ;	store;	f;	0x402d40;	98508;	0;	1492;	1360;	0;	132;	132;	0;	0
0x402d9e; MOVSD %XMM9,-0x8(%RCX,%RAX,8)                     ;	store;	f;	0x402d5c;	95452;	0;	4548;	4083;	0;	465;	465;	0;	0

Sum(Column):	738728.000;	0.000;	61272.000;	13902.000;	0.000;	47370.000;	47281.000;	0.000;	89.000
Sum(Column) / LoopCount:	92341.000;	0.000;	7659.000;	1737.750;	0.000;	5921.250;	5910.125;	0.000;	11.125

LoopID : 0; InstanceID : 2; LoopCount : 100000; NbInsns : 8

Address; Instruction                                        ;  Type; Leader/Follower; Leader address; L1_HIT; L1_COLD; L1_CONF; L2_HIT; L2_COLD; L2_CONF; L3_HIT; L3_COLD; L3_CONF;

0x402d40; MOVSD -0x8(%RDI,%RAX,8),%XMM6                     ;	load;	l;	0x402d40;	87607;	0;	12393;	853;	0;	11540;	11539;	0;	1
0x402d49; MOVSD -0x8(%RCX,%RAX,8),%XMM9                     ;	load;	f;	0x402d5c;	87611;	0;	12389;	818;	0;	11571;	11569;	0;	2
0x402d53; MOVSD (%RSI,%R8,8),%XMM8                          ;	load;	l;	0x402d53;	86061;	0;	13939;	2178;	0;	11761;	11759;	0;	2
0x402d5c; MOVSD (%R9,%R8,8),%XMM7                           ;	load;	l;	0x402d5c;	83389;	0;	16611;	4670;	0;	11941;	11940;	0;	1
0x402d89; MOVSD %XMM3,(%RSI,%R8,8)                          ;	store;	f;	0x402d53;	100000;	0;	0;	0;	0;	0;	0;	0;	0
0x402d8f; MOVSD %XMM7,(%R9,%R8,8)                           ;	store;	f;	0x402d5c;	100000;	0;	0;	0;	0;	0;	0;	0;	0
0x402d98; MOVSD %XMM5,-0x8(%RDI,%RAX,8)                     ;	store;	f;	0x402d40;	98460;	0;	1540;	1372;	0;	168;	168;	0;	0
0x402d9e; MOVSD %XMM9,-0x8(%RCX,%RAX,8)                     ;	store;	f;	0x402d5c;	95384;	0;	4616;	4080;	0;	536;	536;	0;	0

Sum(Column):	738512.000;	0.000;	61488.000;	13971.000;	0.000;	47517.000;	47511.000;	0.000;	6.000
Sum(Column) / LoopCount:	92314.000;	0.000;	7686.000;	1746.375;	0.000;	5939.625;	5938.875;	0.000;	0.750

LoopID : 0; InstanceID : 3; LoopCount : 100000; NbInsns : 8

Address; Instruction                                        ;  Type; Leader/Follower; Leader address; L1_HIT; L1_COLD; L1_CONF; L2_HIT; L2_COLD; L2_CONF; L3_HIT; L3_COLD; L3_CONF;

0x402d40; MOVSD -0x8(%RDI,%RAX,8),%XMM6                     ;	load;	l;	0x402d40;	87608;	0;	12392;	853;	0;	11539;	11539;	0;	0
0x402d49; MOVSD -0x8(%RCX,%RAX,8),%XMM9                     ;	load;	f;	0x402d5c;	87613;	0;	12387;	818;	0;	11569;	11569;	0;	0
0x402d53; MOVSD (%RSI,%R8,8),%XMM8                          ;	load;	l;	0x402d53;	86063;	0;	13937;	2178;	0;	11759;	11759;	0;	0
0x402d5c; MOVSD (%R9,%R8,8),%XMM7                           ;	load;	l;	0x402d5c;	83390;	0;	16610;	4670;	0;	11940;	11940;	0;	0
0x402d89; MOVSD %XMM3,(%RSI,%R8,8)                          ;	store;	f;	0x402d53;	100000;	0;	0;	0;	0;	0;	0;	0;	0
0x402d8f; MOVSD %XMM7,(%R9,%R8,8)                           ;	store;	f;	0x402d5c;	100000;	0;	0;	0;	0;	0;	0;	0;	0
0x402d98; MOVSD %XMM5,-0x8(%RDI,%RAX,8)                     ;	store;	f;	0x402d40;	98460;	0;	1540;	1372;	0;	168;	168;	0;	0
0x402d9e; MOVSD %XMM9,-0x8(%RCX,%RAX,8)                     ;	store;	f;	0x402d5c;	95384;	0;	4616;	4080;	0;	536;	536;	0;	0

Sum(Column):	738518.000;	0.000;	61482.000;	13971.000;	0.000;	47511.000;	47511.000;	0.000;	0.000
Sum(Column) / LoopCount:	92314.750;	0.000;	7685.250;	1746.375;	0.000;	5938.875;	5938.875;	0.000;	0.000

LoopID : 0; InstanceID : 4; LoopCount : 100000; NbInsns : 8

Address; Instruction                                        ;  Type; Leader/Follower; Leader address; L1_HIT; L1_COLD; L1_CONF; L2_HIT; L2_COLD; L2_CONF; L3_HIT; L3_COLD; L3_CONF;

0x402d40; MOVSD -0x8(%RDI,%RAX,8),%XMM6                     ;	load;	l;	0x402d40;	87608;	0;	12392;	853;	0;	11539;	11539;	0;	0
0x402d49; MOVSD -0x8(%RCX,%RAX,8),%XMM9                     ;	load;	f;	0x402d5c;	87613;	0;	12387;	818;	0;	11569;	11569;	0;	0
0x402d53; MOVSD (%RSI,%R8,8),%XMM8                          ;	load;	l;	0x402d53;	86063;	0;	13937;	2178;	0;	11759;	11759;	0;	0
0x402d5c; MOVSD (%R9,%R8,8),%XMM7                           ;	load;	l;	0x402d5c;	83390;	0;	16610;	4670;	0;	11940;	11940;	0;	0
0x402d89; MOVSD %XMM3,(%RSI,%R8,8)                          ;	store;	f;	0x402d53;	100000;	0;	0;	0;	0;	0;	0;	0;	0
0x402d8f; MOVSD %XMM7,(%R9,%R8,8)                           ;	store;	f;	0x402d5c;	100000;	0;	0;	0;	0;	0;	0;	0;	0
0x402d98; MOVSD %XMM5,-0x8(%RDI,%RAX,8)                     ;	store;	f;	0x402d40;	98460;	0;	1540;	1372;	0;	168;	168;	0;	0
0x402d9e; MOVSD %XMM9,-0x8(%RCX,%RAX,8)                     ;	store;	f;	0x402d5c;	95384;	0;	4616;	4080;	0;	536;	536;	0;	0

Sum(Column):	738518.000;	0.000;	61482.000;	13971.000;	0.000;	47511.000;	47511.000;	0.000;	0.000
Sum(Column) / LoopCount:	92314.750;	0.000;	7685.250;	1746.375;	0.000;	5938.875;	5938.875;	0.000;	0.000

LoopID : 0; InstanceID : 5; LoopCount : 100000; NbInsns : 8

Address; Instruction                                        ;  Type; Leader/Follower; Leader address; L1_HIT; L1_COLD; L1_CONF; L2_HIT; L2_COLD; L2_CONF; L3_HIT; L3_COLD; L3_CONF;

0x402d40; MOVSD -0x8(%RDI,%RAX,8),%XMM6                     ;	load;	l;	0x402d40;	87608;	0;	12392;	853;	0;	11539;	11539;	0;	0
0x402d49; MOVSD -0x8(%RCX,%RAX,8),%XMM9                     ;	load;	f;	0x402d5c;	87613;	0;	12387;	818;	0;	11569;	11569;	0;	0
0x402d53; MOVSD (%RSI,%R8,8),%XMM8                          ;	load;	l;	0x402d53;	86063;	0;	13937;	2178;	0;	11759;	11759;	0;	0
0x402d5c; MOVSD (%R9,%R8,8),%XMM7                           ;	load;	l;	0x402d5c;	83390;	0;	16610;	4670;	0;	11940;	11940;	0;	0
0x402d89; MOVSD %XMM3,(%RSI,%R8,8)                          ;	store;	f;	0x402d53;	100000;	0;	0;	0;	0;	0;	0;	0;	0
0x402d8f; MOVSD %XMM7,(%R9,%R8,8)                           ;	store;	f;	0x402d5c;	100000;	0;	0;	0;	0;	0;	0;	0;	0
0x402d98; MOVSD %XMM5,-0x8(%RDI,%RAX,8)                     ;	store;	f;	0x402d40;	98460;	0;	1540;	1372;	0;	168;	168;	0;	0
0x402d9e; MOVSD %XMM9,-0x8(%RCX,%RAX,8)                     ;	store;	f;	0x402d5c;	95384;	0;	4616;	4080;	0;	536;	536;	0;	0

Sum(Column):	738518.000;	0.000;	61482.000;	13971.000;	0.000;	47511.000;	47511.000;	0.000;	0.000
Sum(Column) / LoopCount:	92314.750;	0.000;	7685.250;	1746.375;	0.000;	5938.875;	5938.875;	0.000;	0.000

LoopID : 0; InstanceID : 6; LoopCount : 100000; NbInsns : 8

Address; Instruction                                        ;  Type; Leader/Follower; Leader address; L1_HIT; L1_COLD; L1_CONF; L2_HIT; L2_COLD; L2_CONF; L3_HIT; L3_COLD; L3_CONF;

0x402d40; MOVSD -0x8(%RDI,%RAX,8),%XMM6                     ;	load;	l;	0x402d40;	87608;	0;	12392;	853;	0;	11539;	11539;	0;	0
0x402d49; MOVSD -0x8(%RCX,%RAX,8),%XMM9                     ;	load;	f;	0x402d5c;	87613;	0;	12387;	818;	0;	11569;	11569;	0;	0
0x402d53; MOVSD (%RSI,%R8,8),%XMM8                          ;	load;	l;	0x402d53;	86063;	0;	13937;	2178;	0;	11759;	11759;	0;	0
0x402d5c; MOVSD (%R9,%R8,8),%XMM7                           ;	load;	l;	0x402d5c;	83390;	0;	16610;	4670;	0;	11940;	11940;	0;	0
0x402d89; MOVSD %XMM3,(%RSI,%R8,8)                          ;	store;	f;	0x402d53;	100000;	0;	0;	0;	0;	0;	0;	0;	0
0x402d8f; MOVSD %XMM7,(%R9,%R8,8)                           ;	store;	f;	0x402d5c;	100000;	0;	0;	0;	0;	0;	0;	0;	0
0x402d98; MOVSD %XMM5,-0x8(%RDI,%RAX,8)                     ;	store;	f;	0x402d40;	98460;	0;	1540;	1372;	0;	168;	168;	0;	0
0x402d9e; MOVSD %XMM9,-0x8(%RCX,%RAX,8)                     ;	store;	f;	0x402d5c;	95384;	0;	4616;	4080;	0;	536;	536;	0;	0

Sum(Column):	738518.000;	0.000;	61482.000;	13971.000;	0.000;	47511.000;	47511.000;	0.000;	0.000
Sum(Column) / LoopCount:	92314.750;	0.000;	7685.250;	1746.375;	0.000;	5938.875;	5938.875;	0.000;	0.000

LoopID : 0; InstanceID : 7; LoopCount : 100000; NbInsns : 8

Address; Instruction                                        ;  Type; Leader/Follower; Leader address; L1_HIT; L1_COLD; L1_CONF; L2_HIT; L2_COLD; L2_CONF; L3_HIT; L3_COLD; L3_CONF;

0x402d40; MOVSD -0x8(%RDI,%RAX,8),%XMM6                     ;	load;	l;	0x402d40;	87608;	0;	12392;	853;	0;	11539;	11539;	0;	0
0x402d49; MOVSD -0x8(%RCX,%RAX,8),%XMM9                     ;	load;	f;	0x402d5c;	87613;	0;	12387;	818;	0;	11569;	11569;	0;	0
0x402d53; MOVSD (%RSI,%R8,8),%XMM8                          ;	load;	l;	0x402d53;	86063;	0;	13937;	2178;	0;	11759;	11759;	0;	0
0x402d5c; MOVSD (%R9,%R8,8),%XMM7                           ;	load;	l;	0x402d5c;	83390;	0;	16610;	4670;	0;	11940;	11940;	0;	0
0x402d89; MOVSD %XMM3,(%RSI,%R8,8)                          ;	store;	f;	0x402d53;	100000;	0;	0;	0;	0;	0;	0;	0;	0
0x402d8f; MOVSD %XMM7,(%R9,%R8,8)                           ;	store;	f;	0x402d5c;	100000;	0;	0;	0;	0;	0;	0;	0;	0
0x402d98; MOVSD %XMM5,-0x8(%RDI,%RAX,8)                     ;	store;	f;	0x402d40;	98460;	0;	1540;	1372;	0;	168;	168;	0;	0
0x402d9e; MOVSD %XMM9,-0x8(%RCX,%RAX,8)                     ;	store;	f;	0x402d5c;	95384;	0;	4616;	4080;	0;	536;	536;	0;	0

Sum(Column):	738518.000;	0.000;	61482.000;	13971.000;	0.000;	47511.000;	47511.000;	0.000;	0.000
Sum(Column) / LoopCount:	92314.750;	0.000;	7685.250;	1746.375;	0.000;	5938.875;	5938.875;	0.000;	0.000

LoopID : 0; InstanceID : 8; LoopCount : 100000; NbInsns : 8

Address; Instruction                                        ;  Type; Leader/Follower; Leader address; L1_HIT; L1_COLD; L1_CONF; L2_HIT; L2_COLD; L2_CONF; L3_HIT; L3_COLD; L3_CONF;

0x402d40; MOVSD -0x8(%RDI,%RAX,8),%XMM6                     ;	load;	l;	0x402d40;	87608;	0;	12392;	853;	0;	11539;	11539;	0;	0
0x402d49; MOVSD -0x8(%RCX,%RAX,8),%XMM9                     ;	load;	f;	0x402d5c;	87613;	0;	12387;	818;	0;	11569;	11569;	0;	0
0x402d53; MOVSD (%RSI,%R8,8),%XMM8                          ;	load;	l;	0x402d53;	86063;	0;	13937;	2178;	0;	11759;	11759;	0;	0
0x402d5c; MOVSD (%R9,%R8,8),%XMM7                           ;	load;	l;	0x402d5c;	83390;	0;	16610;	4670;	0;	11940;	11940;	0;	0
0x402d89; MOVSD %XMM3,(%RSI,%R8,8)                          ;	store;	f;	0x402d53;	100000;	0;	0;	0;	0;	0;	0;	0;	0
0x402d8f; MOVSD %XMM7,(%R9,%R8,8)                           ;	store;	f;	0x402d5c;	100000;	0;	0;	0;	0;	0;	0;	0;	0
0x402d98; MOVSD %XMM5,-0x8(%RDI,%RAX,8)                     ;	store;	f;	0x402d40;	98460;	0;	1540;	1372;	0;	168;	168;	0;	0
0x402d9e; MOVSD %XMM9,-0x8(%RCX,%RAX,8)                     ;	store;	f;	0x402d5c;	95384;	0;	4616;	4080;	0;	536;	536;	0;	0

Sum(Column):	738518.000;	0.000;	61482.000;	13971.000;	0.000;	47511.000;	47511.000;	0.000;	0.000
Sum(Column) / LoopCount:	92314.750;	0.000;	7685.250;	1746.375;	0.000;	5938.875;	5938.875;	0.000;	0.000

LoopID : 0; InstanceID : 9; LoopCount : 100000; NbInsns : 8

Address; Instruction                                        ;  Type; Leader/Follower; Leader address; L1_HIT; L1_COLD; L1_CONF; L2_HIT; L2_COLD; L2_CONF; L3_HIT; L3_COLD; L3_CONF;

0x402d40; MOVSD -0x8(%RDI,%RAX,8),%XMM6                     ;	load;	l;	0x402d40;	87608;	0;	12392;	853;	0;	11539;	11539;	0;	0
0x402d49; MOVSD -0x8(%RCX,%RAX,8),%XMM9                     ;	load;	f;	0x402d5c;	87613;	0;	12387;	818;	0;	11569;	11569;	0;	0
0x402d53; MOVSD (%RSI,%R8,8),%XMM8                          ;	load;	l;	0x402d53;	86063;	0;	13937;	2178;	0;	11759;	11759;	0;	0
0x402d5c; MOVSD (%R9,%R8,8),%XMM7                           ;	load;	l;	0x402d5c;	83390;	0;	16610;	4670;	0;	11940;	11940;	0;	0
0x402d89; MOVSD %XMM3,(%RSI,%R8,8)                          ;	store;	f;	0x402d53;	100000;	0;	0;	0;	0;	0;	0;	0;	0
0x402d8f; MOVSD %XMM7,(%R9,%R8,8)                           ;	store;	f;	0x402d5c;	100000;	0;	0;	0;	0;	0;	0;	0;	0
0x402d98; MOVSD %XMM5,-0x8(%RDI,%RAX,8)                     ;	store;	f;	0x402d40;	98460;	0;	1540;	1372;	0;	168;	168;	0;	0
0x402d9e; MOVSD %XMM9,-0x8(%RCX,%RAX,8)                     ;	store;	f;	0x402d5c;	95384;	0;	4616;	4080;	0;	536;	536;	0;	0

Sum(Column):	738518.000;	0.000;	61482.000;	13971.000;	0.000;	47511.000;	47511.000;	0.000;	0.000
Sum(Column) / LoopCount:	92314.750;	0.000;	7685.250;	1746.375;	0.000;	5938.875;	5938.875;	0.000;	0.000

LoopID : 0; InstanceID : 10; LoopCount : 100000; NbInsns : 8

Address; Instruction                                        ;  Type; Leader/Follower; Leader address; L1_HIT; L1_COLD; L1_CONF; L2_HIT; L2_COLD; L2_CONF; L3_HIT; L3_COLD; L3_CONF;

0x402d40; MOVSD -0x8(%RDI,%RAX,8),%XMM6                     ;	load;	l;	0x402d40;	87608;	0;	12392;	853;	0;	11539;	11539;	0;	0
0x402d49; MOVSD -0x8(%RCX,%RAX,8),%XMM9                     ;	load;	f;	0x402d5c;	87613;	0;	12387;	818;	0;	11569;	11569;	0;	0
0x402d53; MOVSD (%RSI,%R8,8),%XMM8                          ;	load;	l;	0x402d53;	86063;	0;	13937;	2178;	0;	11759;	11759;	0;	0
0x402d5c; MOVSD (%R9,%R8,8),%XMM7                           ;	load;	l;	0x402d5c;	83390;	0;	16610;	4670;	0;	11940;	11940;	0;	0
0x402d89; MOVSD %XMM3,(%RSI,%R8,8)                          ;	store;	f;	0x402d53;	100000;	0;	0;	0;	0;	0;	0;	0;	0
0x402d8f; MOVSD %XMM7,(%R9,%R8,8)                           ;	store;	f;	0x402d5c;	100000;	0;	0;	0;	0;	0;	0;	0;	0
0x402d98; MOVSD %XMM5,-0x8(%RDI,%RAX,8)                     ;	store;	f;	0x402d40;	98460;	0;	1540;	1372;	0;	168;	168;	0;	0
0x402d9e; MOVSD %XMM9,-0x8(%RCX,%RAX,8)                     ;	store;	f;	0x402d5c;	95384;	0;	4616;	4080;	0;	536;	536;	0;	0

Sum(Column):	738518.000;	0.000;	61482.000;	13971.000;	0.000;	47511.000;	47511.000;	0.000;	0.000
Sum(Column) / LoopCount:	92314.750;	0.000;	7685.250;	1746.375;	0.000;	5938.875;	5938.875;	0.000;	0.000

LoopID : 0; InstanceID : 11; LoopCount : 100000; NbInsns : 8

Address; Instruction                                        ;  Type; Leader/Follower; Leader address; L1_HIT; L1_COLD; L1_CONF; L2_HIT; L2_COLD; L2_CONF; L3_HIT; L3_COLD; L3_CONF;

0x402d40; MOVSD -0x8(%RDI,%RAX,8),%XMM6                     ;	load;	l;	0x402d40;	87608;	0;	12392;	853;	0;	11539;	11539;	0;	0
0x402d49; MOVSD -0x8(%RCX,%RAX,8),%XMM9                     ;	load;	f;	0x402d5c;	87613;	0;	12387;	818;	0;	11569;	11569;	0;	0
0x402d53; MOVSD (%RSI,%R8,8),%XMM8                          ;	load;	l;	0x402d53;	86063;	0;	13937;	2178;	0;	11759;	11759;	0;	0
0x402d5c; MOVSD (%R9,%R8,8),%XMM7                           ;	load;	l;	0x402d5c;	83390;	0;	16610;	4670;	0;	11940;	11940;	0;	0
0x402d89; MOVSD %XMM3,(%RSI,%R8,8)                          ;	store;	f;	0x402d53;	100000;	0;	0;	0;	0;	0;	0;	0;	0
0x402d8f; MOVSD %XMM7,(%R9,%R8,8)                           ;	store;	f;	0x402d5c;	100000;	0;	0;	0;	0;	0;	0;	0;	0
0x402d98; MOVSD %XMM5,-0x8(%RDI,%RAX,8)                     ;	store;	f;	0x402d40;	98460;	0;	1540;	1372;	0;	168;	168;	0;	0
0x402d9e; MOVSD %XMM9,-0x8(%RCX,%RAX,8)                     ;	store;	f;	0x402d5c;	95384;	0;	4616;	4080;	0;	536;	536;	0;	0

Sum(Column):	738518.000;	0.000;	61482.000;	13971.000;	0.000;	47511.000;	47511.000;	0.000;	0.000
Sum(Column) / LoopCount:	92314.750;	0.000;	7685.250;	1746.375;	0.000;	5938.875;	5938.875;	0.000;	0.000

LoopID : 0; InstanceID : 12; LoopCount : 100000; NbInsns : 8

Address; Instruction                                        ;  Type; Leader/Follower; Leader address; L1_HIT; L1_COLD; L1_CONF; L2_HIT; L2_COLD; L2_CONF; L3_HIT; L3_COLD; L3_CONF;

0x402d40; MOVSD -0x8(%RDI,%RAX,8),%XMM6                     ;	load;	l;	0x402d40;	87608;	0;	12392;	853;	0;	11539;	11539;	0;	0
0x402d49; MOVSD -0x8(%RCX,%RAX,8),%XMM9                     ;	load;	f;	0x402d5c;	87613;	0;	12387;	818;	0;	11569;	11569;	0;	0
0x402d53; MOVSD (%RSI,%R8,8),%XMM8                          ;	load;	l;	0x402d53;	86063;	0;	13937;	2178;	0;	11759;	11759;	0;	0
0x402d5c; MOVSD (%R9,%R8,8),%XMM7                           ;	load;	l;	0x402d5c;	83390;	0;	16610;	4670;	0;	11940;	11940;	0;	0
0x402d89; MOVSD %XMM3,(%RSI,%R8,8)                          ;	store;	f;	0x402d53;	100000;	0;	0;	0;	0;	0;	0;	0;	0
0x402d8f; MOVSD %XMM7,(%R9,%R8,8)                           ;	store;	f;	0x402d5c;	100000;	0;	0;	0;	0;	0;	0;	0;	0
0x402d98; MOVSD %XMM5,-0x8(%RDI,%RAX,8)                     ;	store;	f;	0x402d40;	98460;	0;	1540;	1372;	0;	168;	168;	0;	0
0x402d9e; MOVSD %XMM9,-0x8(%RCX,%RAX,8)                     ;	store;	f;	0x402d5c;	95384;	0;	4616;	4080;	0;	536;	536;	0;	0

Sum(Column):	738518.000;	0.000;	61482.000;	13971.000;	0.000;	47511.000;	47511.000;	0.000;	0.000
Sum(Column) / LoopCount:	92314.750;	0.000;	7685.250;	1746.375;	0.000;	5938.875;	5938.875;	0.000;	0.000

LoopID : 0; InstanceID : 13; LoopCount : 100000; NbInsns : 8

Address; Instruction                                        ;  Type; Leader/Follower; Leader address; L1_HIT; L1_COLD; L1_CONF; L2_HIT; L2_COLD; L2_CONF; L3_HIT; L3_COLD; L3_CONF;

0x402d40; MOVSD -0x8(%RDI,%RAX,8),%XMM6                     ;	load;	l;	0x402d40;	87608;	0;	12392;	853;	0;	11539;	11539;	0;	0
0x402d49; MOVSD -0x8(%RCX,%RAX,8),%XMM9                     ;	load;	f;	0x402d5c;	87613;	0;	12387;	818;	0;	11569;	11569;	0;	0
0x402d53; MOVSD (%RSI,%R8,8),%XMM8                          ;	load;	l;	0x402d53;	86063;	0;	13937;	2178;	0;	11759;	11759;	0;	0
0x402d5c; MOVSD (%R9,%R8,8),%XMM7                           ;	load;	l;	0x402d5c;	83390;	0;	16610;	4670;	0;	11940;	11940;	0;	0
0x402d89; MOVSD %XMM3,(%RSI,%R8,8)                          ;	store;	f;	0x402d53;	100000;	0;	0;	0;	0;	0;	0;	0;	0
0x402d8f; MOVSD %XMM7,(%R9,%R8,8)                           ;	store;	f;	0x402d5c;	100000;	0;	0;	0;	0;	0;	0;	0;	0
0x402d98; MOVSD %XMM5,-0x8(%RDI,%RAX,8)                     ;	store;	f;	0x402d40;	98460;	0;	1540;	1372;	0;	168;	168;	0;	0
0x402d9e; MOVSD %XMM9,-0x8(%RCX,%RAX,8)                     ;	store;	f;	0x402d5c;	95384;	0;	4616;	4080;	0;	536;	536;	0;	0

Sum(Column):	738518.000;	0.000;	61482.000;	13971.000;	0.000;	47511.000;	47511.000;	0.000;	0.000
Sum(Column) / LoopCount:	92314.750;	0.000;	7685.250;	1746.375;	0.000;	5938.875;	5938.875;	0.000;	0.000

LoopID : 0; InstanceID : 14; LoopCount : 100000; NbInsns : 8

Address; Instruction                                        ;  Type; Leader/Follower; Leader address; L1_HIT; L1_COLD; L1_CONF; L2_HIT; L2_COLD; L2_CONF; L3_HIT; L3_COLD; L3_CONF;

0x402d40; MOVSD -0x8(%RDI,%RAX,8),%XMM6                     ;	load;	l;	0x402d40;	87608;	0;	12392;	853;	0;	11539;	11539;	0;	0
0x402d49; MOVSD -0x8(%RCX,%RAX,8),%XMM9                     ;	load;	f;	0x402d5c;	87613;	0;	12387;	818;	0;	11569;	11569;	0;	0
0x402d53; MOVSD (%RSI,%R8,8),%XMM8                          ;	load;	l;	0x402d53;	86063;	0;	13937;	2178;	0;	11759;	11759;	0;	0
0x402d5c; MOVSD (%R9,%R8,8),%XMM7                           ;	load;	l;	0x402d5c;	83390;	0;	16610;	4670;	0;	11940;	11940;	0;	0
0x402d89; MOVSD %XMM3,(%RSI,%R8,8)                          ;	store;	f;	0x402d53;	100000;	0;	0;	0;	0;	0;	0;	0;	0
0x402d8f; MOVSD %XMM7,(%R9,%R8,8)                           ;	store;	f;	0x402d5c;	100000;	0;	0;	0;	0;	0;	0;	0;	0
0x402d98; MOVSD %XMM5,-0x8(%RDI,%RAX,8)                     ;	store;	f;	0x402d40;	98460;	0;	1540;	1372;	0;	168;	168;	0;	0
0x402d9e; MOVSD %XMM9,-0x8(%RCX,%RAX,8)                     ;	store;	f;	0x402d5c;	95384;	0;	4616;	4080;	0;	536;	536;	0;	0

Sum(Column):	738518.000;	0.000;	61482.000;	13971.000;	0.000;	47511.000;	47511.000;	0.000;	0.000
Sum(Column) / LoopCount:	92314.750;	0.000;	7685.250;	1746.375;	0.000;	5938.875;	5938.875;	0.000;	0.000

LoopID : 0; InstanceID : 15; LoopCount : 100000; NbInsns : 8

Address; Instruction                                        ;  Type; Leader/Follower; Leader address; L1_HIT; L1_COLD; L1_CONF; L2_HIT; L2_COLD; L2_CONF; L3_HIT; L3_COLD; L3_CONF;

0x402d40; MOVSD -0x8(%RDI,%RAX,8),%XMM6                     ;	load;	l;	0x402d40;	87608;	0;	12392;	853;	0;	11539;	11539;	0;	0
0x402d49; MOVSD -0x8(%RCX,%RAX,8),%XMM9                     ;	load;	f;	0x402d5c;	87613;	0;	12387;	818;	0;	11569;	11569;	0;	0
0x402d53; MOVSD (%RSI,%R8,8),%XMM8                          ;	load;	l;	0x402d53;	86063;	0;	13937;	2178;	0;	11759;	11759;	0;	0
0x402d5c; MOVSD (%R9,%R8,8),%XMM7                           ;	load;	l;	0x402d5c;	83390;	0;	16610;	4670;	0;	11940;	11940;	0;	0
