0x402e7b; MOVSS 0x14(%RDX,%R12,1),%XMM13                    ;	load;	f;	0x402e9b;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e82; MOVSS 0x18(%RDX,%R12,1),%XMM14                    ;	load;	f;	0x402e9b;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e89; MOVSS 0x1c(%RDX,%R12,1),%XMM15                    ;	load;	f;	0x402e9b;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e94; MULSS -0x4(%R13,%RAX,8),%XMM8                     ;	load;	l;	0x402e94;	29;	0;	39;	39;	0;	0;	0;	0;	0
0x402e9b; MULSS -0x4(%RDI,%RAX,8),%XMM9                     ;	load;	l;	0x402e9b;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ea2; MULSS -0x4(%R8,%RAX,8),%XMM10                     ;	load;	l;	0x402ea2;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ea9; MULSS -0x4(%RBX,%RAX,8),%XMM11                    ;	load;	l;	0x402ea9;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402eb0; MULSS -0x4(%R9,%RAX,8),%XMM12                     ;	load;	l;	0x402eb0;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ed0; MULSS -0x4(%R11,%RAX,8),%XMM13                    ;	load;	l;	0x402ed0;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ed7; MULSS -0x4(%RSI,%RAX,8),%XMM14                    ;	load;	l;	0x402ed7;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ede; MULSS -0x4(%RBP,%RAX,8),%XMM15                    ;	load;	l;	0x402ede;	28;	0;	40;	40;	0;	0;	0;	0;	0

Sum(Column):	727.000;	17.000;	344.000;	328.000;	33.000;	0.000;	0.000;	33.000;	0.000
Sum(Column) / LoopCount:	45.438;	1.062;	21.500;	20.500;	2.062;	0.000;	0.000;	2.062;	0.000

LoopID : 1; InstanceID : 2; LoopCount : 68; NbInsns : 16

Address; Instruction                                        ;  Type; Leader/Follower; Leader address; L1_HIT; L1_COLD; L1_CONF; L2_HIT; L2_COLD; L2_CONF; L3_HIT; L3_COLD; L3_CONF;

0x402e56; MOVSS (%RDX,%R12,1),%XMM8                         ;	load;	l;	0x402e56;	32;	17;	19;	3;	32;	1;	0;	33;	0
0x402e5f; MOVSS 0x4(%RDX,%R12,1),%XMM9                      ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e66; MOVSS 0x8(%RDX,%R12,1),%XMM10                     ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e6d; MOVSS 0xc(%RDX,%R12,1),%XMM11                     ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e74; MOVSS 0x10(%RDX,%R12,1),%XMM12                    ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e7b; MOVSS 0x14(%RDX,%R12,1),%XMM13                    ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e82; MOVSS 0x18(%RDX,%R12,1),%XMM14                    ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e89; MOVSS 0x1c(%RDX,%R12,1),%XMM15                    ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e94; MULSS -0x4(%R13,%RAX,8),%XMM8                     ;	load;	l;	0x402e94;	28;	0;	40;	40;	0;	0;	0;	0;	0
0x402e9b; MULSS -0x4(%RDI,%RAX,8),%XMM9                     ;	load;	l;	0x402e9b;	28;	0;	40;	40;	0;	0;	0;	0;	0
0x402ea2; MULSS -0x4(%R8,%RAX,8),%XMM10                     ;	load;	l;	0x402ea2;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ea9; MULSS -0x4(%RBX,%RAX,8),%XMM11                    ;	load;	l;	0x402ea9;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402eb0; MULSS -0x4(%R9,%RAX,8),%XMM12                     ;	load;	l;	0x402eb0;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ed0; MULSS -0x4(%R11,%RAX,8),%XMM13                    ;	load;	l;	0x402ed0;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ed7; MULSS -0x4(%RSI,%RAX,8),%XMM14                    ;	load;	l;	0x402ed7;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ede; MULSS -0x4(%RBP,%RAX,8),%XMM15                    ;	load;	l;	0x402ede;	28;	0;	40;	40;	0;	0;	0;	0;	0

Sum(Column):	727.000;	17.000;	344.000;	328.000;	32.000;	1.000;	0.000;	33.000;	0.000
Sum(Column) / LoopCount:	45.438;	1.062;	21.500;	20.500;	2.000;	0.062;	0.000;	2.062;	0.000

LoopID : 1; InstanceID : 3; LoopCount : 68; NbInsns : 16

Address; Instruction                                        ;  Type; Leader/Follower; Leader address; L1_HIT; L1_COLD; L1_CONF; L2_HIT; L2_COLD; L2_CONF; L3_HIT; L3_COLD; L3_CONF;

0x402e56; MOVSS (%RDX,%R12,1),%XMM8                         ;	load;	l;	0x402e56;	31;	17;	20;	4;	32;	1;	0;	33;	0
0x402e5f; MOVSS 0x4(%RDX,%R12,1),%XMM9                      ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e66; MOVSS 0x8(%RDX,%R12,1),%XMM10                     ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e6d; MOVSS 0xc(%RDX,%R12,1),%XMM11                     ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e74; MOVSS 0x10(%RDX,%R12,1),%XMM12                    ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e7b; MOVSS 0x14(%RDX,%R12,1),%XMM13                    ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e82; MOVSS 0x18(%RDX,%R12,1),%XMM14                    ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e89; MOVSS 0x1c(%RDX,%R12,1),%XMM15                    ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e94; MULSS -0x4(%R13,%RAX,8),%XMM8                     ;	load;	l;	0x402e94;	28;	0;	40;	40;	0;	0;	0;	0;	0
0x402e9b; MULSS -0x4(%RDI,%RAX,8),%XMM9                     ;	load;	l;	0x402e9b;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ea2; MULSS -0x4(%R8,%RAX,8),%XMM10                     ;	load;	l;	0x402ea2;	28;	0;	40;	40;	0;	0;	0;	0;	0
0x402ea9; MULSS -0x4(%RBX,%RAX,8),%XMM11                    ;	load;	l;	0x402ea9;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402eb0; MULSS -0x4(%R9,%RAX,8),%XMM12                     ;	load;	l;	0x402eb0;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ed0; MULSS -0x4(%R11,%RAX,8),%XMM13                    ;	load;	l;	0x402ed0;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ed7; MULSS -0x4(%RSI,%RAX,8),%XMM14                    ;	load;	l;	0x402ed7;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ede; MULSS -0x4(%RBP,%RAX,8),%XMM15                    ;	load;	l;	0x402ede;	28;	0;	40;	40;	0;	0;	0;	0;	0

Sum(Column):	726.000;	17.000;	345.000;	329.000;	32.000;	1.000;	0.000;	33.000;	0.000
Sum(Column) / LoopCount:	45.375;	1.062;	21.562;	20.562;	2.000;	0.062;	0.000;	2.062;	0.000

LoopID : 1; InstanceID : 4; LoopCount : 68; NbInsns : 16

Address; Instruction                                        ;  Type; Leader/Follower; Leader address; L1_HIT; L1_COLD; L1_CONF; L2_HIT; L2_COLD; L2_CONF; L3_HIT; L3_COLD; L3_CONF;

0x402e56; MOVSS (%RDX,%R12,1),%XMM8                         ;	load;	l;	0x402e56;	31;	17;	20;	4;	30;	3;	0;	33;	0
0x402e5f; MOVSS 0x4(%RDX,%R12,1),%XMM9                      ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e66; MOVSS 0x8(%RDX,%R12,1),%XMM10                     ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e6d; MOVSS 0xc(%RDX,%R12,1),%XMM11                     ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e74; MOVSS 0x10(%RDX,%R12,1),%XMM12                    ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e7b; MOVSS 0x14(%RDX,%R12,1),%XMM13                    ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e82; MOVSS 0x18(%RDX,%R12,1),%XMM14                    ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e89; MOVSS 0x1c(%RDX,%R12,1),%XMM15                    ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e94; MULSS -0x4(%R13,%RAX,8),%XMM8                     ;	load;	l;	0x402e94;	28;	0;	40;	40;	0;	0;	0;	0;	0
0x402e9b; MULSS -0x4(%RDI,%RAX,8),%XMM9                     ;	load;	l;	0x402e9b;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ea2; MULSS -0x4(%R8,%RAX,8),%XMM10                     ;	load;	l;	0x402ea2;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ea9; MULSS -0x4(%RBX,%RAX,8),%XMM11                    ;	load;	l;	0x402ea9;	28;	0;	40;	40;	0;	0;	0;	0;	0
0x402eb0; MULSS -0x4(%R9,%RAX,8),%XMM12                     ;	load;	l;	0x402eb0;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ed0; MULSS -0x4(%R11,%RAX,8),%XMM13                    ;	load;	l;	0x402ed0;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ed7; MULSS -0x4(%RSI,%RAX,8),%XMM14                    ;	load;	l;	0x402ed7;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ede; MULSS -0x4(%RBP,%RAX,8),%XMM15                    ;	load;	l;	0x402ede;	28;	0;	40;	40;	0;	0;	0;	0;	0

Sum(Column):	726.000;	17.000;	345.000;	329.000;	30.000;	3.000;	0.000;	33.000;	0.000
Sum(Column) / LoopCount:	45.375;	1.062;	21.562;	20.562;	1.875;	0.188;	0.000;	2.062;	0.000

LoopID : 1; InstanceID : 5; LoopCount : 68; NbInsns : 16

Address; Instruction                                        ;  Type; Leader/Follower; Leader address; L1_HIT; L1_COLD; L1_CONF; L2_HIT; L2_COLD; L2_CONF; L3_HIT; L3_COLD; L3_CONF;

0x402e56; MOVSS (%RDX,%R12,1),%XMM8                         ;	load;	l;	0x402e56;	30;	17;	21;	5;	32;	1;	0;	33;	0
0x402e5f; MOVSS 0x4(%RDX,%R12,1),%XMM9                      ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e66; MOVSS 0x8(%RDX,%R12,1),%XMM10                     ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e6d; MOVSS 0xc(%RDX,%R12,1),%XMM11                     ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e74; MOVSS 0x10(%RDX,%R12,1),%XMM12                    ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e7b; MOVSS 0x14(%RDX,%R12,1),%XMM13                    ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e82; MOVSS 0x18(%RDX,%R12,1),%XMM14                    ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e89; MOVSS 0x1c(%RDX,%R12,1),%XMM15                    ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e94; MULSS -0x4(%R13,%RAX,8),%XMM8                     ;	load;	l;	0x402e94;	28;	0;	40;	40;	0;	0;	0;	0;	0
0x402e9b; MULSS -0x4(%RDI,%RAX,8),%XMM9                     ;	load;	l;	0x402e9b;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ea2; MULSS -0x4(%R8,%RAX,8),%XMM10                     ;	load;	l;	0x402ea2;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ea9; MULSS -0x4(%RBX,%RAX,8),%XMM11                    ;	load;	l;	0x402ea9;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402eb0; MULSS -0x4(%R9,%RAX,8),%XMM12                     ;	load;	l;	0x402eb0;	28;	0;	40;	40;	0;	0;	0;	0;	0
0x402ed0; MULSS -0x4(%R11,%RAX,8),%XMM13                    ;	load;	l;	0x402ed0;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ed7; MULSS -0x4(%RSI,%RAX,8),%XMM14                    ;	load;	l;	0x402ed7;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ede; MULSS -0x4(%RBP,%RAX,8),%XMM15                    ;	load;	l;	0x402ede;	28;	0;	40;	40;	0;	0;	0;	0;	0

Sum(Column):	725.000;	17.000;	346.000;	330.000;	32.000;	1.000;	0.000;	33.000;	0.000
Sum(Column) / LoopCount:	45.312;	1.062;	21.625;	20.625;	2.000;	0.062;	0.000;	2.062;	0.000

LoopID : 1; InstanceID : 6; LoopCount : 68; NbInsns : 16

Address; Instruction                                        ;  Type; Leader/Follower; Leader address; L1_HIT; L1_COLD; L1_CONF; L2_HIT; L2_COLD; L2_CONF; L3_HIT; L3_COLD; L3_CONF;

0x402e56; MOVSS (%RDX,%R12,1),%XMM8                         ;	load;	l;	0x402e56;	30;	17;	21;	5;	27;	6;	0;	33;	0
0x402e5f; MOVSS 0x4(%RDX,%R12,1),%XMM9                      ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e66; MOVSS 0x8(%RDX,%R12,1),%XMM10                     ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e6d; MOVSS 0xc(%RDX,%R12,1),%XMM11                     ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e74; MOVSS 0x10(%RDX,%R12,1),%XMM12                    ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e7b; MOVSS 0x14(%RDX,%R12,1),%XMM13                    ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e82; MOVSS 0x18(%RDX,%R12,1),%XMM14                    ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e89; MOVSS 0x1c(%RDX,%R12,1),%XMM15                    ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e94; MULSS -0x4(%R13,%RAX,8),%XMM8                     ;	load;	l;	0x402e94;	28;	0;	40;	40;	0;	0;	0;	0;	0
0x402e9b; MULSS -0x4(%RDI,%RAX,8),%XMM9                     ;	load;	l;	0x402e9b;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ea2; MULSS -0x4(%R8,%RAX,8),%XMM10                     ;	load;	l;	0x402ea2;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ea9; MULSS -0x4(%RBX,%RAX,8),%XMM11                    ;	load;	l;	0x402ea9;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402eb0; MULSS -0x4(%R9,%RAX,8),%XMM12                     ;	load;	l;	0x402eb0;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ed0; MULSS -0x4(%R11,%RAX,8),%XMM13                    ;	load;	l;	0x402ed0;	28;	0;	40;	40;	0;	0;	0;	0;	0
0x402ed7; MULSS -0x4(%RSI,%RAX,8),%XMM14                    ;	load;	l;	0x402ed7;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ede; MULSS -0x4(%RBP,%RAX,8),%XMM15                    ;	load;	l;	0x402ede;	28;	0;	40;	40;	0;	0;	0;	0;	0

Sum(Column):	725.000;	17.000;	346.000;	330.000;	27.000;	6.000;	0.000;	33.000;	0.000
Sum(Column) / LoopCount:	45.312;	1.062;	21.625;	20.625;	1.688;	0.375;	0.000;	2.062;	0.000

LoopID : 1; InstanceID : 7; LoopCount : 68; NbInsns : 16

Address; Instruction                                        ;  Type; Leader/Follower; Leader address; L1_HIT; L1_COLD; L1_CONF; L2_HIT; L2_COLD; L2_CONF; L3_HIT; L3_COLD; L3_CONF;

0x402e56; MOVSS (%RDX,%R12,1),%XMM8                         ;	load;	l;	0x402e56;	29;	17;	22;	6;	17;	16;	0;	33;	0
0x402e5f; MOVSS 0x4(%RDX,%R12,1),%XMM9                      ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e66; MOVSS 0x8(%RDX,%R12,1),%XMM10                     ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e6d; MOVSS 0xc(%RDX,%R12,1),%XMM11                     ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e74; MOVSS 0x10(%RDX,%R12,1),%XMM12                    ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e7b; MOVSS 0x14(%RDX,%R12,1),%XMM13                    ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e82; MOVSS 0x18(%RDX,%R12,1),%XMM14                    ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e89; MOVSS 0x1c(%RDX,%R12,1),%XMM15                    ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e94; MULSS -0x4(%R13,%RAX,8),%XMM8                     ;	load;	l;	0x402e94;	28;	0;	40;	40;	0;	0;	0;	0;	0
0x402e9b; MULSS -0x4(%RDI,%RAX,8),%XMM9                     ;	load;	l;	0x402e9b;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ea2; MULSS -0x4(%R8,%RAX,8),%XMM10                     ;	load;	l;	0x402ea2;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ea9; MULSS -0x4(%RBX,%RAX,8),%XMM11                    ;	load;	l;	0x402ea9;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402eb0; MULSS -0x4(%R9,%RAX,8),%XMM12                     ;	load;	l;	0x402eb0;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ed0; MULSS -0x4(%R11,%RAX,8),%XMM13                    ;	load;	l;	0x402ed0;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ed7; MULSS -0x4(%RSI,%RAX,8),%XMM14                    ;	load;	l;	0x402ed7;	28;	0;	40;	40;	0;	0;	0;	0;	0
0x402ede; MULSS -0x4(%RBP,%RAX,8),%XMM15                    ;	load;	l;	0x402ede;	28;	0;	40;	40;	0;	0;	0;	0;	0

Sum(Column):	724.000;	17.000;	347.000;	331.000;	17.000;	16.000;	0.000;	33.000;	0.000
Sum(Column) / LoopCount:	45.250;	1.062;	21.688;	20.688;	1.062;	1.000;	0.000;	2.062;	0.000

LoopID : 1; InstanceID : 8; LoopCount : 68; NbInsns : 16

Address; Instruction                                        ;  Type; Leader/Follower; Leader address; L1_HIT; L1_COLD; L1_CONF; L2_HIT; L2_COLD; L2_CONF; L3_HIT; L3_COLD; L3_CONF;

0x402e56; MOVSS (%RDX,%R12,1),%XMM8                         ;	load;	l;	0x402e56;	30;	17;	21;	5;	17;	16;	0;	33;	0
0x402e5f; MOVSS 0x4(%RDX,%R12,1),%XMM9                      ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e66; MOVSS 0x8(%RDX,%R12,1),%XMM10                     ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e6d; MOVSS 0xc(%RDX,%R12,1),%XMM11                     ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e74; MOVSS 0x10(%RDX,%R12,1),%XMM12                    ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e7b; MOVSS 0x14(%RDX,%R12,1),%XMM13                    ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e82; MOVSS 0x18(%RDX,%R12,1),%XMM14                    ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e89; MOVSS 0x1c(%RDX,%R12,1),%XMM15                    ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e94; MULSS -0x4(%R13,%RAX,8),%XMM8                     ;	load;	l;	0x402e94;	28;	0;	40;	40;	0;	0;	0;	0;	0
0x402e9b; MULSS -0x4(%RDI,%RAX,8),%XMM9                     ;	load;	l;	0x402e9b;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ea2; MULSS -0x4(%R8,%RAX,8),%XMM10                     ;	load;	l;	0x402ea2;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ea9; MULSS -0x4(%RBX,%RAX,8),%XMM11                    ;	load;	l;	0x402ea9;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402eb0; MULSS -0x4(%R9,%RAX,8),%XMM12                     ;	load;	l;	0x402eb0;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ed0; MULSS -0x4(%R11,%RAX,8),%XMM13                    ;	load;	l;	0x402ed0;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ed7; MULSS -0x4(%RSI,%RAX,8),%XMM14                    ;	load;	l;	0x402ed7;	27;	0;	41;	41;	0;	0;	0;	0;	0
0x402ede; MULSS -0x4(%RBP,%RAX,8),%XMM15                    ;	load;	l;	0x402ede;	29;	0;	39;	39;	0;	0;	0;	0;	0

Sum(Column):	725.000;	17.000;	346.000;	330.000;	17.000;	16.000;	0.000;	33.000;	0.000
Sum(Column) / LoopCount:	45.312;	1.062;	21.625;	20.625;	1.062;	1.000;	0.000;	2.062;	0.000

LoopID : 1; InstanceID : 9; LoopCount : 68; NbInsns : 16

Address; Instruction                                        ;  Type; Leader/Follower; Leader address; L1_HIT; L1_COLD; L1_CONF; L2_HIT; L2_COLD; L2_CONF; L3_HIT; L3_COLD; L3_CONF;

0x402e56; MOVSS (%RDX,%R12,1),%XMM8                         ;	load;	l;	0x402e56;	30;	17;	21;	5;	17;	16;	0;	33;	0
0x402e5f; MOVSS 0x4(%RDX,%R12,1),%XMM9                      ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e66; MOVSS 0x8(%RDX,%R12,1),%XMM10                     ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e6d; MOVSS 0xc(%RDX,%R12,1),%XMM11                     ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e74; MOVSS 0x10(%RDX,%R12,1),%XMM12                    ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e7b; MOVSS 0x14(%RDX,%R12,1),%XMM13                    ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e82; MOVSS 0x18(%RDX,%R12,1),%XMM14                    ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
0x402e89; MOVSS 0x1c(%RDX,%R12,1),%XMM15                    ;	load;	f;	0x402e56;	68;	0;	0;	0;	0;	0;	0;	0;	0
